ID,Category,Subcategory,Value,Timestamp
4889,Vegetable,Broccoli,46.71,2024-01-01T05:58:00
4890,Fruit,Apple,55.94,2024-01-11T18:53:00
4891,Protein,Chicken,4.83,2024-01-03T10:12:00
4892,Grain,Barley,23.76,2024-02-10T21:34:00
4893,Grain,Oats,76.58,2024-01-09T04:33:00
4894,Grain,Wheat,42.96,2024-01-04T21:06:00
4895,Protein,Chicken,52.17,2024-03-07T03:38:00
4896,Dairy,Butter,11.63,2024-02-23T22:52:00
4897,Fruit,Apple,97.45,2024-03-05T02:34:00
4898,Fruit,Grape,9.36,2024-02-16T06:32:00
4899,Fruit,Grape,45.84,2024-01-23T10:29:00
4900,Fruit,Grape,71.55,2024-01-31T05:34:00
4901,Fruit,Apple,81.49,2024-01-27T04:32:00
4902,Dairy,Cream,95.43,2024-02-14T18:51:00
4903,Dairy,Cheese,80.3,2024-01-16T22:15:00
4904,Fruit,Orange,3.45,2024-02-21T10:32:00
4905,Grain,Wheat,35.54,2024-02-18T01:42:00
4906,Dairy,Butter,43.16,2024-02-09T02:13:00
4907,Protein,Fish,50.12,2024-01-19T14:52:00
4908,Fruit,Berry,1.54,2024-01-19T02:38:00
4909,Vegetable,Tomato,40.86,2024-02-10T00:03:00
4910,Dairy,Butter,89.07,2024-02-09T18:13:00
4911,Vegetable,Carrot,35.97,2024-01-06T19:58:00
4912,Protein,Beef,83.24,2024-03-04T16:01:00
4913,Grain,Rice,4.18,2024-01-25T05:05:00
4914,Grain,Corn,43.13,2024-01-29T06:31:00
4915,Dairy,Cream,3.47,2024-01-07T04:08:00
4916,Fruit,Apple,45.25,2024-02-14T04:55:00
4917,Grain,Rice,91.48,2024-01-04T09:35:00
4918,Fruit,Banana,58.97,2024-02-19T12:07:00
4919,Protein,Chicken,82.23,2024-02-21T05:43:00
4920,Dairy,Cream,1.3,2024-01-23T16:35:00
4921,Fruit,Banana,78.66,2024-01-04T20:23:00
4922,Dairy,Cream,61.28,2024-01-04T10:47:00
4923,Protein,Fish,65.01,2024-02-24T10:12:00
4924,Grain,Corn,78.55,2024-02-18T04:01:00
4925,Grain,Wheat,65.15,2024-01-19T01:59:00
4926,Grain,Barley,44.46,2024-01-11T22:45:00
4927,Grain,Corn,60.7,2024-03-09T06:11:00
4928,Dairy,Milk,41.68,2024-02-04T18:30:00
4929,Fruit,Orange,22.41,2024-01-27T02:12:00
4930,Fruit,Grape,48.51,2024-01-25T05:27:00
4931,Vegetable,Spinach,83.26,2024-03-10T09:02:00
4932,Dairy,Butter,19.12,2024-03-08T01:55:00
4933,Protein,Egg,59.92,2024-02-23T01:17:00
4934,Protein,Chicken,99.57,2024-02-10T14:27:00
4935,Fruit,Apple,71.44,2024-01-25T00:57:00
4936,Vegetable,Pepper,84.96,2024-03-01T02:29:00
4937,Vegetable,Carrot,22.22,2024-01-05T15:22:00
4938,Protein,Tofu,82.16,2024-02-19T04:51:00
4939,Vegetable,Carrot,9.81,2024-01-05T23:58:00
4940,Vegetable,Carrot,63.45,2024-03-01T02:45:00
4941,Dairy,Milk,85.11,2024-02-19T16:12:00
4942,Fruit,Orange,37.57,2024-03-04T21:08:00
4943,Protein,Egg,51.78,2024-02-15T22:00:00
4944,Protein,Tofu,90.18,2024-01-11T04:34:00
4945,Fruit,Grape,96.29,2024-03-07T12:47:00
4946,Protein,Egg,62.97,2024-01-27T09:00:00
4947,Protein,Chicken,81.72,2024-01-07T10:14:00
4948,Protein,Tofu,89.52,2024-01-28T16:20:00
4949,Protein,Beef,16.91,2024-01-11T22:40:00
4950,Grain,Oats,52.67,2024-03-08T02:58:00
4951,Vegetable,Tomato,98.3,2024-02-16T03:13:00
4952,Dairy,Butter,93.32,2024-02-19T01:40:00
4953,Vegetable,Carrot,81.38,2024-01-24T14:53:00
4954,Protein,Chicken,42.46,2024-01-30T03:29:00
4955,Grain,Rice,83.05,2024-01-17T08:50:00
4956,Vegetable,Pepper,56.78,2024-01-28T06:23:00
4957,Protein,Tofu,10.06,2024-02-28T23:28:00
4958,Fruit,Orange,51.58,2024-02-15T11:34:00
4959,Protein,Fish,79.35,2024-02-24T14:30:00
4960,Grain,Barley,90.48,2024-01-14T16:38:00
4961,Grain,Corn,58.28,2024-03-02T00:14:00
4962,Grain,Rice,27.45,2024-02-23T14:20:00
4963,Dairy,Cheese,71.62,2024-01-24T13:01:00
4964,Fruit,Berry,42.93,2024-02-02T06:39:00
4965,Grain,Rice,49.94,2024-02-20T05:31:00
4966,Vegetable,Spinach,49.26,2024-03-02T08:47:00
4967,Protein,Egg,23.19,2024-03-06T19:07:00
4968,Grain,Oats,11.59,2024-02-11T21:24:00
4969,Protein,Tofu,18.99,2024-02-28T06:05:00
4970,Fruit,Berry,92.7,2024-03-04T21:33:00
4971,Dairy,Cream,38.26,2024-02-19T18:29:00
4972,Vegetable,Broccoli,93.62,2024-02-09T01:50:00
4973,Fruit,Banana,45.85,2024-01-29T10:26:00
4974,Vegetable,Carrot,44.95,2024-01-14T22:07:00
4975,Protein,Fish,11.12,2024-01-13T22:56:00
4976,Vegetable,Broccoli,58.42,2024-01-23T03:11:00
4977,Grain,Oats,54.72,2024-01-12T09:11:00
4978,Fruit,Berry,96.8,2024-01-21T04:58:00
4979,Dairy,Cream,40.61,2024-03-04T09:56:00
4980,Protein,Beef,61.79,2024-02-09T16:15:00
4981,Vegetable,Broccoli,40.12,2024-01-14T18:36:00
4982,Protein,Tofu,60.59,2024-01-07T04:52:00
4983,Grain,Rice,62.7,2024-01-06T18:31:00
4984,Fruit,Banana,8.31,2024-01-11T06:44:00
4985,Protein,Beef,36.42,2024-03-09T18:23:00
4986,Protein,Beef,99.86,2024-01-19T14:53:00
4987,Grain,Rice,24.03,2024-02-13T05:53:00
4988,Grain,Rice,34.83,2024-01-23T15:07:00
4989,Fruit,Banana,32.8,2024-02-16T12:23:00
4990,Fruit,Grape,33.91,2024-03-04T17:53:00
4991,Fruit,Orange,36.67,2024-01-26T08:12:00
4992,Dairy,Butter,15.32,2024-01-12T08:07:00
4993,Protein,Chicken,43.46,2024-02-29T04:34:00
4994,Fruit,Orange,70.0,2024-01-25T21:41:00
4995,Fruit,Berry,42.22,2024-01-06T18:01:00
4996,Grain,Corn,89.76,2024-03-09T00:59:00
4997,Fruit,Berry,13.55,2024-01-24T13:07:00
4998,Protein,Egg,57.75,2024-02-19T18:06:00
4999,Fruit,Berry,54.56,2024-03-07T09:35:00
5000,Fruit,Grape,46.71,2024-02-20T04:00:00
5001,Vegetable,Carrot,27.88,2024-02-10T07:25:00
5002,Dairy,Butter,52.18,2024-01-10T12:28:00
5003,Vegetable,Broccoli,62.63,2024-02-05T21:50:00
5004,Grain,Oats,55.05,2024-02-26T02:41:00
5005,Protein,Egg,80.67,2024-01-23T15:53:00
5006,Protein,Tofu,69.95,2024-02-20T00:30:00
5007,Grain,Oats,93.1,2024-02-04T16:39:00
5008,Protein,Fish,69.18,2024-01-09T05:15:00
5009,Dairy,Yogurt,59.25,2024-01-29T12:58:00
5010,Fruit,Apple,13.29,2024-01-13T06:24:00
5011,Protein,Beef,6.8,2024-03-03T13:45:00
5012,Grain,Oats,25.39,2024-02-04T17:22:00
5013,Fruit,Banana,12.23,2024-02-13T04:31:00
5014,Fruit,Grape,68.59,2024-01-06T15:09:00
5015,Vegetable,Tomato,54.24,2024-02-20T12:56:00
5016,Grain,Wheat,42.7,2024-01-23T14:58:00
5017,Grain,Wheat,10.9,2024-02-22T17:25:00
5018,Dairy,Yogurt,37.87,2024-01-06T01:55:00
5019,Grain,Corn,1.76,2024-01-03T06:07:00
5020,Protein,Egg,30.81,2024-01-13T08:50:00
5021,Dairy,Cream,97.16,2024-01-23T18:36:00
5022,Vegetable,Carrot,30.04,2024-02-04T06:07:00
5023,Grain,Oats,78.77,2024-03-08T09:46:00
5024,Protein,Egg,44.06,2024-02-15T06:48:00
5025,Grain,Rice,33.36,2024-02-09T16:01:00
5026,Dairy,Cheese,2.42,2024-01-29T06:49:00
5027,Dairy,Butter,86.65,2024-02-14T14:29:00
5028,Grain,Oats,54.21,2024-01-03T15:45:00
5029,Protein,Tofu,78.47,2024-01-29T01:58:00
5030,Dairy,Cheese,20.04,2024-02-16T02:17:00
5031,Protein,Chicken,43.09,2024-01-23T01:47:00
5032,Dairy,Yogurt,80.09,2024-02-04T16:52:00
5033,Vegetable,Spinach,77.27,2024-01-31T15:06:00
5034,Dairy,Milk,11.73,2024-02-27T13:59:00
5035,Dairy,Cream,61.22,2024-01-21T20:02:00
5036,Fruit,Apple,69.78,2024-03-02T11:08:00
5037,Grain,Wheat,85.7,2024-01-11T18:40:00
5038,Vegetable,Spinach,30.12,2024-03-10T08:41:00
5039,Grain,Corn,96.47,2024-02-13T13:00:00
5040,Grain,Oats,40.72,2024-01-29T18:19:00
5041,Protein,Chicken,39.62,2024-01-10T10:26:00
5042,Fruit,Orange,28.81,2024-01-10T02:16:00
5043,Fruit,Banana,91.16,2024-02-15T19:36:00
5044,Dairy,Cream,79.89,2024-02-28T04:49:00
5045,Grain,Rice,1.61,2024-02-18T20:46:00
5046,Fruit,Apple,47.98,2024-02-16T23:48:00
5047,Grain,Corn,71.39,2024-02-20T20:46:00
5048,Vegetable,Spinach,87.59,2024-01-16T17:40:00
5049,Protein,Egg,88.37,2024-02-02T14:51:00
5050,Grain,Rice,93.17,2024-01-25T20:48:00
5051,Grain,Wheat,99.43,2024-02-07T04:29:00
5052,Dairy,Cheese,64.22,2024-02-08T16:24:00
5053,Fruit,Orange,73.31,2024-01-15T23:37:00
5054,Fruit,Orange,53.35,2024-01-21T19:50:00
5055,Grain,Oats,23.57,2024-02-01T11:14:00
5056,Protein,Tofu,86.77,2024-02-18T10:48:00
5057,Fruit,Grape,55.86,2024-02-27T20:23:00
5058,Vegetable,Broccoli,98.36,2024-02-16T18:58:00
5059,Vegetable,Broccoli,13.66,2024-03-02T03:27:00
5060,Protein,Beef,50.84,2024-01-24T01:09:00
5061,Dairy,Yogurt,5.67,2024-03-02T12:21:00
5062,Grain,Oats,31.24,2024-02-03T10:39:00
5063,Dairy,Butter,34.52,2024-01-14T06:09:00
5064,Vegetable,Carrot,12.03,2024-01-18T14:48:00
5065,Vegetable,Pepper,29.26,2024-02-18T21:40:00
5066,Protein,Tofu,68.54,2024-02-26T12:08:00
5067,Fruit,Grape,44.4,2024-02-06T05:45:00
5068,Vegetable,Spinach,66.79,2024-02-28T17:09:00
5069,Vegetable,Pepper,17.8,2024-01-18T10:37:00
5070,Protein,Egg,38.57,2024-01-16T10:45:00
5071,Fruit,Grape,36.01,2024-01-02T03:33:00
5072,Protein,Chicken,80.32,2024-01-07T02:57:00
5073,Protein,Tofu,96.27,2024-01-04T19:06:00
5074,Dairy,Yogurt,71.76,2024-01-18T16:35:00
5075,Fruit,Grape,61.28,2024-01-21T21:26:00
5076,Dairy,Cream,50.8,2024-01-14T04:22:00
5077,Dairy,Cream,89.49,2024-01-31T03:07:00
5078,Vegetable,Broccoli,2.17,2024-03-04T17:11:00
5079,Fruit,Berry,7.84,2024-02-06T01:48:00
5080,Grain,Corn,51.01,2024-02-16T19:15:00
5081,Fruit,Grape,35.19,2024-01-16T16:17:00
5082,Dairy,Yogurt,26.18,2024-03-01T23:41:00
5083,Dairy,Yogurt,26.93,2024-01-05T20:50:00
5084,Protein,Beef,82.13,2024-02-02T21:59:00
5085,Fruit,Grape,60.67,2024-01-20T19:00:00
5086,Grain,Barley,11.61,2024-02-28T10:00:00
5087,Dairy,Cheese,64.72,2024-01-12T05:25:00
5088,Vegetable,Tomato,46.19,2024-02-15T17:22:00
5089,Protein,Fish,87.54,2024-03-07T22:22:00
5090,Grain,Barley,57.22,2024-02-08T17:42:00
5091,Protein,Egg,51.93,2024-01-15T02:36:00
5092,Protein,Chicken,31.3,2024-01-29T15:02:00
5093,Grain,Barley,70.6,2024-02-13T15:08:00
5094,Fruit,Banana,84.13,2024-03-02T23:43:00
5095,Vegetable,Broccoli,38.31,2024-01-04T07:34:00
5096,Fruit,Berry,54.5,2024-02-04T17:02:00
5097,Dairy,Cheese,27.51,2024-01-19T13:03:00
5098,Protein,Beef,59.65,2024-01-15T19:29:00
5099,Protein,Beef,24.59,2024-01-10T09:27:00
5100,Vegetable,Carrot,98.55,2024-03-01T00:46:00
5101,Protein,Tofu,3.98,2024-01-15T07:13:00
5102,Protein,Beef,98.36,2024-02-17T01:34:00
5103,Protein,Chicken,71.46,2024-02-20T16:53:00
5104,Vegetable,Spinach,15.42,2024-01-05T01:49:00
5105,Fruit,Apple,19.33,2024-01-16T23:53:00
5106,Fruit,Apple,7.24,2024-02-17T12:22:00
5107,Grain,Corn,43.96,2024-01-11T10:22:00
5108,Fruit,Apple,51.28,2024-02-27T11:16:00
5109,Protein,Egg,92.04,2024-03-02T14:21:00
5110,Grain,Corn,13.05,2024-02-19T20:33:00
5111,Fruit,Banana,19.75,2024-02-04T22:14:00
5112,Fruit,Banana,7.11,2024-03-06T22:42:00
5113,Vegetable,Tomato,29.65,2024-01-30T01:34:00
5114,Vegetable,Carrot,59.37,2024-03-09T17:34:00
5115,Fruit,Grape,28.36,2024-03-09T08:44:00
5116,Protein,Beef,20.3,2024-01-29T03:44:00
5117,Grain,Barley,32.32,2024-03-02T13:21:00
5118,Fruit,Apple,1.36,2024-03-07T17:59:00
5119,Fruit,Grape,83.69,2024-02-06T19:09:00
5120,Vegetable,Carrot,37.64,2024-01-26T09:22:00
5121,Dairy,Cream,38.54,2024-01-07T18:49:00
5122,Dairy,Milk,90.39,2024-01-05T04:39:00
5123,Grain,Corn,97.27,2024-03-01T20:14:00
5124,Grain,Corn,27.6,2024-01-07T17:16:00
5125,Fruit,Grape,91.7,2024-01-28T05:22:00
5126,Fruit,Apple,70.7,2024-01-21T11:04:00
5127,Dairy,Milk,80.97,2024-02-19T07:15:00
5128,Dairy,Milk,40.48,2024-02-23T20:06:00
5129,Dairy,Cream,47.47,2024-02-17T14:03:00
5130,Protein,Chicken,37.36,2024-02-21T03:02:00
5131,Vegetable,Pepper,42.55,2024-01-19T09:56:00
5132,Dairy,Cream,14.94,2024-02-18T15:11:00
5133,Protein,Egg,62.56,2024-01-15T12:00:00
5134,Grain,Barley,46.45,2024-01-02T09:41:00
5135,Protein,Beef,54.45,2024-02-20T19:02:00
5136,Protein,Egg,89.87,2024-02-21T11:54:00
5137,Fruit,Grape,53.38,2024-03-03T02:07:00
5138,Grain,Barley,8.19,2024-01-03T18:55:00
5139,Dairy,Cream,43.45,2024-02-03T01:01:00
5140,Grain,Rice,57.37,2024-02-04T07:41:00
5141,Fruit,Berry,24.44,2024-01-03T00:39:00
5142,Fruit,Orange,43.73,2024-03-04T20:32:00
5143,Dairy,Butter,85.08,2024-02-27T10:34:00
5144,Protein,Egg,56.35,2024-01-18T00:00:00
5145,Grain,Rice,30.97,2024-01-08T03:50:00
5146,Protein,Chicken,76.34,2024-02-22T00:45:00
5147,Dairy,Cheese,94.13,2024-02-11T23:02:00
5148,Dairy,Yogurt,51.54,2024-01-11T17:17:00
5149,Grain,Corn,46.23,2024-03-05T06:25:00
5150,Fruit,Orange,49.34,2024-02-05T01:15:00
5151,Protein,Beef,78.62,2024-01-09T18:57:00
5152,Protein,Egg,15.32,2024-01-09T08:45:00
5153,Protein,Egg,40.88,2024-01-13T12:57:00
5154,Grain,Oats,18.53,2024-01-13T19:49:00
5155,Protein,Tofu,34.09,2024-02-23T11:42:00
5156,Fruit,Grape,6.29,2024-03-05T08:45:00
5157,Dairy,Yogurt,27.37,2024-01-13T00:07:00
5158,Fruit,Berry,35.31,2024-01-27T17:29:00
5159,Dairy,Butter,83.51,2024-01-05T03:06:00
5160,Dairy,Butter,78.17,2024-01-12T12:09:00
5161,Fruit,Berry,15.01,2024-02-03T10:05:00
5162,Grain,Rice,71.32,2024-01-02T15:27:00
5163,Fruit,Apple,63.58,2024-01-20T23:37:00
5164,Dairy,Butter,28.24,2024-01-05T19:25:00
5165,Grain,Wheat,21.92,2024-01-13T09:07:00
5166,Dairy,Butter,99.2,2024-02-15T19:02:00
5167,Vegetable,Tomato,61.49,2024-03-06T15:18:00
5168,Dairy,Milk,6.78,2024-02-14T04:32:00
5169,Protein,Egg,19.09,2024-03-03T16:48:00
5170,Dairy,Butter,24.8,2024-01-13T09:38:00
5171,Grain,Rice,39.56,2024-02-19T08:33:00
5172,Dairy,Milk,48.67,2024-01-06T08:42:00
5173,Dairy,Cream,64.51,2024-03-09T13:04:00
5174,Fruit,Apple,12.5,2024-02-03T20:12:00
5175,Fruit,Berry,18.62,2024-02-12T05:14:00
5176,Fruit,Apple,32.18,2024-02-08T21:40:00
5177,Fruit,Apple,74.64,2024-01-21T16:47:00
5178,Grain,Rice,82.26,2024-01-13T09:27:00
5179,Vegetable,Carrot,4.25,2024-01-07T10:50:00
5180,Grain,Barley,32.08,2024-01-02T08:07:00
5181,Fruit,Grape,26.39,2024-03-04T18:37:00
5182,Fruit,Berry,57.83,2024-01-29T10:08:00
5183,Protein,Fish,70.21,2024-01-21T15:53:00
5184,Vegetable,Tomato,52.67,2024-02-07T14:39:00
5185,Protein,Egg,57.74,2024-02-07T12:18:00
5186,Dairy,Cheese,59.92,2024-01-26T09:32:00
5187,Grain,Rice,41.93,2024-03-07T16:36:00
5188,Fruit,Berry,79.51,2024-02-16T20:18:00
5189,Vegetable,Pepper,21.02,2024-01-29T07:04:00
5190,Protein,Chicken,22.11,2024-03-07T00:33:00
5191,Fruit,Apple,26.52,2024-01-05T03:11:00
5192,Vegetable,Broccoli,77.69,2024-03-01T10:30:00
5193,Protein,Tofu,22.96,2024-01-17T16:09:00
5194,Fruit,Grape,89.35,2024-01-20T10:02:00
5195,Dairy,Butter,26.35,2024-01-23T00:33:00
5196,Dairy,Cheese,42.65,2024-01-06T12:06:00
5197,Grain,Oats,97.92,2024-02-09T15:11:00
5198,Fruit,Grape,45.33,2024-02-23T13:07:00
5199,Protein,Beef,98.98,2024-01-23T21:07:00
5200,Dairy,Cream,50.83,2024-02-19T19:17:00
5201,Dairy,Cheese,32.47,2024-01-21T17:44:00
5202,Grain,Oats,41.18,2024-01-13T13:14:00
5203,Protein,Chicken,33.75,2024-01-05T19:56:00
5204,Grain,Corn,92.77,2024-03-05T03:24:00
5205,Fruit,Grape,36.65,2024-02-26T10:08:00
5206,Dairy,Yogurt,8.93,2024-02-06T03:24:00
5207,Vegetable,Spinach,56.89,2024-03-07T08:55:00
5208,Fruit,Berry,4.37,2024-01-31T08:07:00
5209,Dairy,Milk,5.21,2024-02-27T05:56:00
5210,Dairy,Milk,66.94,2024-02-24T14:54:00
5211,Fruit,Orange,10.87,2024-01-08T14:02:00
5212,Fruit,Grape,78.11,2024-02-05T07:22:00
5213,Fruit,Berry,98.64,2024-01-02T17:43:00
5214,Vegetable,Broccoli,80.74,2024-03-05T02:15:00
5215,Grain,Corn,6.34,2024-03-04T23:03:00
5216,Vegetable,Spinach,63.75,2024-02-06T23:11:00
5217,Protein,Fish,92.02,2024-01-29T16:24:00
5218,Dairy,Milk,68.58,2024-01-01T01:25:00
5219,Fruit,Orange,19.04,2024-01-29T13:23:00
5220,Protein,Fish,87.32,2024-01-06T10:01:00
5221,Fruit,Orange,86.13,2024-03-10T03:15:00
5222,Fruit,Apple,32.63,2024-01-31T16:45:00
5223,Vegetable,Spinach,90.74,2024-02-01T14:05:00
5224,Protein,Fish,44.58,2024-02-26T05:14:00
5225,Dairy,Milk,44.37,2024-01-04T23:44:00
5226,Grain,Rice,76.73,2024-03-05T02:18:00
5227,Vegetable,Spinach,46.91,2024-02-20T03:07:00
5228,Fruit,Banana,71.12,2024-02-23T16:37:00
5229,Dairy,Milk,91.43,2024-03-01T15:49:00
5230,Fruit,Apple,1.96,2024-02-05T17:48:00
5231,Dairy,Cream,22.41,2024-01-28T16:14:00
5232,Fruit,Orange,69.31,2024-02-22T16:47:00
5233,Fruit,Apple,28.47,2024-01-12T11:22:00
5234,Fruit,Orange,43.41,2024-02-16T02:25:00
5235,Protein,Fish,7.38,2024-02-19T09:40:00
5236,Dairy,Cream,91.08,2024-01-21T03:36:00
5237,Dairy,Cream,62.04,2024-01-16T20:40:00
5238,Protein,Fish,35.26,2024-03-09T06:29:00
5239,Vegetable,Broccoli,68.92,2024-01-31T23:45:00
5240,Vegetable,Carrot,36.77,2024-01-07T10:21:00
5241,Fruit,Apple,41.35,2024-02-14T07:38:00
5242,Protein,Egg,2.29,2024-01-02T17:59:00
5243,Grain,Barley,43.42,2024-02-19T20:01:00
5244,Fruit,Apple,55.13,2024-03-06T06:35:00
5245,Grain,Corn,27.01,2024-03-04T07:14:00
5246,Vegetable,Pepper,50.59,2024-03-04T04:54:00
5247,Vegetable,Spinach,66.56,2024-02-21T21:47:00
5248,Dairy,Yogurt,58.52,2024-02-04T03:07:00
5249,Vegetable,Carrot,1.28,2024-02-14T16:07:00
5250,Grain,Corn,76.12,2024-01-15T07:21:00
5251,Dairy,Yogurt,1.8,2024-01-15T15:00:00
5252,Dairy,Milk,8.21,2024-01-20T08:14:00
5253,Grain,Oats,26.26,2024-02-05T14:30:00
5254,Vegetable,Broccoli,11.47,2024-02-18T21:36:00
5255,Dairy,Cheese,58.63,2024-02-27T03:18:00
5256,Vegetable,Tomato,70.54,2024-01-14T14:28:00
5257,Vegetable,Spinach,31.46,2024-01-09T16:04:00
5258,Fruit,Apple,73.99,2024-01-03T21:47:00
5259,Protein,Chicken,64.67,2024-02-08T09:20:00
5260,Fruit,Banana,25.18,2024-02-27T23:59:00
5261,Protein,Egg,91.44,2024-02-16T11:03:00
5262,Dairy,Cheese,2.38,2024-01-11T14:49:00
5263,Fruit,Grape,39.87,2024-01-21T00:28:00
5264,Vegetable,Tomato,92.82,2024-01-26T15:08:00
5265,Dairy,Butter,34.07,2024-02-21T04:57:00
5266,Protein,Egg,45.66,2024-02-21T11:33:00
5267,Vegetable,Carrot,17.93,2024-03-08T01:53:00
5268,Protein,Tofu,31.86,2024-02-05T23:25:00
5269,Fruit,Orange,95.37,2024-01-22T20:52:00
5270,Grain,Wheat,79.94,2024-03-04T04:32:00
5271,Vegetable,Pepper,37.63,2024-02-17T09:24:00
5272,Vegetable,Carrot,26.33,2024-02-12T04:14:00
5273,Fruit,Berry,13.48,2024-02-10T11:56:00
5274,Fruit,Apple,80.31,2024-01-15T18:07:00
5275,Vegetable,Tomato,1.61,2024-01-18T04:58:00
5276,Grain,Wheat,10.8,2024-02-25T08:11:00
5277,Vegetable,Carrot,35.9,2024-02-17T17:38:00
5278,Fruit,Berry,57.71,2024-02-14T11:52:00
5279,Fruit,Banana,56.99,2024-02-09T11:30:00
5280,Fruit,Apple,50.81,2024-01-20T05:53:00
5281,Protein,Fish,33.9,2024-02-20T02:48:00
5282,Fruit,Berry,88.19,2024-02-21T18:56:00
5283,Grain,Corn,17.58,2024-03-03T20:55:00
5284,Fruit,Grape,56.05,2024-01-05T01:07:00
5285,Fruit,Banana,91.8,2024-02-13T13:50:00
5286,Protein,Egg,85.95,2024-01-07T02:43:00
5287,Protein,Tofu,61.26,2024-01-15T01:40:00
5288,Protein,Egg,48.48,2024-01-16T16:33:00
5289,Protein,Fish,33.84,2024-01-29T07:22:00
5290,Fruit,Apple,99.55,2024-01-13T13:41:00
5291,Vegetable,Pepper,17.09,2024-01-05T21:54:00
5292,Vegetable,Tomato,22.16,2024-01-27T19:26:00
5293,Protein,Beef,62.9,2024-01-21T19:28:00
5294,Vegetable,Spinach,6.86,2024-01-09T01:43:00
5295,Dairy,Yogurt,49.24,2024-01-26T08:57:00
5296,Vegetable,Spinach,92.53,2024-02-17T18:39:00
5297,Fruit,Apple,42.72,2024-02-02T18:13:00
5298,Protein,Egg,71.34,2024-03-04T19:34:00
5299,Fruit,Orange,73.84,2024-03-07T21:09:00
5300,Fruit,Orange,4.58,2024-01-19T22:04:00
5301,Fruit,Banana,93.77,2024-03-04T08:10:00
5302,Vegetable,Spinach,85.39,2024-01-12T21:15:00
5303,Grain,Corn,36.56,2024-01-12T13:51:00
5304,Fruit,Orange,37.92,2024-01-18T15:43:00
5305,Fruit,Orange,50.83,2024-02-08T00:58:00
5306,Dairy,Milk,41.31,2024-02-06T00:47:00
5307,Vegetable,Carrot,68.54,2024-01-06T05:28:00
5308,Dairy,Cream,23.85,2024-02-10T01:07:00
5309,Grain,Corn,36.23,2024-02-23T04:59:00
5310,Fruit,Berry,54.19,2024-01-13T00:24:00
5311,Fruit,Apple,65.52,2024-02-24T10:49:00
5312,Fruit,Grape,68.58,2024-03-03T10:07:00
5313,Fruit,Grape,30.56,2024-02-25T08:27:00
5314,Fruit,Orange,58.62,2024-02-18T07:44:00
5315,Vegetable,Carrot,94.47,2024-01-03T15:43:00
5316,Dairy,Cheese,84.37,2024-03-08T12:38:00
5317,Protein,Fish,7.62,2024-02-05T05:37:00
5318,Grain,Wheat,15.93,2024-01-08T09:17:00
5319,Vegetable,Carrot,42.56,2024-01-02T06:33:00
5320,Protein,Chicken,37.32,2024-02-20T17:10:00
5321,Dairy,Butter,84.3,2024-02-05T19:04:00
5322,Grain,Rice,38.93,2024-03-04T18:06:00
5323,Grain,Wheat,9.33,2024-02-16T14:47:00
5324,Grain,Oats,36.81,2024-01-28T14:20:00
5325,Protein,Fish,78.1,2024-01-24T04:28:00
5326,Dairy,Milk,44.66,2024-02-09T06:35:00
5327,Grain,Wheat,68.8,2024-02-25T00:53:00
5328,Vegetable,Spinach,57.19,2024-02-01T07:01:00
5329,Fruit,Banana,65.08,2024-02-04T07:24:00
5330,Vegetable,Pepper,19.79,2024-01-16T09:03:00
5331,Grain,Wheat,43.95,2024-01-11T16:37:00
5332,Fruit,Banana,96.9,2024-01-24T06:38:00
5333,Vegetable,Pepper,66.88,2024-03-08T06:01:00
5334,Dairy,Cream,69.85,2024-01-25T06:17:00
5335,Vegetable,Carrot,68.24,2024-02-16T17:11:00
5336,Fruit,Berry,73.76,2024-02-24T01:52:00
5337,Protein,Chicken,74.25,2024-02-07T02:20:00
5338,Vegetable,Spinach,72.71,2024-03-05T17:40:00
5339,Fruit,Berry,57.52,2024-02-04T14:42:00
5340,Dairy,Cheese,20.9,2024-01-31T20:11:00
5341,Vegetable,Spinach,72.3,2024-01-26T15:27:00
5342,Grain,Wheat,89.01,2024-03-01T16:27:00
5343,Fruit,Banana,53.63,2024-01-21T11:19:00
5344,Vegetable,Broccoli,94.97,2024-01-04T03:52:00
5345,Vegetable,Carrot,8.79,2024-02-03T07:11:00
5346,Protein,Tofu,41.16,2024-02-04T00:42:00
5347,Dairy,Yogurt,86.49,2024-03-07T05:49:00
5348,Grain,Barley,67.84,2024-02-15T10:54:00
5349,Dairy,Butter,40.74,2024-03-05T19:37:00
5350,Dairy,Yogurt,94.75,2024-02-02T19:30:00
5351,Vegetable,Pepper,37.7,2024-02-12T23:30:00
5352,Dairy,Butter,39.28,2024-03-07T06:37:00
5353,Protein,Egg,38.85,2024-01-06T18:53:00
5354,Grain,Wheat,90.69,2024-01-12T12:17:00
5355,Fruit,Orange,34.98,2024-02-03T16:08:00
5356,Fruit,Berry,70.08,2024-01-01T17:18:00
5357,Protein,Fish,92.6,2024-02-26T06:45:00
5358,Dairy,Cream,9.67,2024-02-01T02:26:00
5359,Vegetable,Pepper,60.0,2024-01-30T09:48:00
5360,Dairy,Cream,38.75,2024-01-28T11:55:00
5361,Grain,Wheat,12.17,2024-01-22T19:15:00
5362,Fruit,Grape,87.14,2024-01-26T03:19:00
5363,Vegetable,Spinach,37.43,2024-03-06T07:11:00
5364,Protein,Chicken,27.3,2024-02-05T00:37:00
5365,Fruit,Banana,6.21,2024-03-01T18:36:00
5366,Dairy,Cream,58.77,2024-01-23T13:21:00
